Patient ID: 49, Timestamp: 1713380781418, Label: ECG, Data: -0.4582551022248097
Patient ID: 37, Timestamp: 1713380781462, Label: ECG, Data: -0.6180997730015354
Patient ID: 59, Timestamp: 1713380781402, Label: ECG, Data: -0.18669624722652267
Patient ID: 100, Timestamp: 1713380781471, Label: ECG, Data: -0.2446183848808027
Patient ID: 33, Timestamp: 1713380781423, Label: ECG, Data: -0.4280893838675319
Patient ID: 36, Timestamp: 1713380781404, Label: ECG, Data: 0.39663999399950833
Patient ID: 73, Timestamp: 1713380781412, Label: ECG, Data: -0.38096630509321755
Patient ID: 42, Timestamp: 1713380781417, Label: ECG, Data: -0.3085200812742823
Patient ID: 70, Timestamp: 1713380781399, Label: ECG, Data: 0.7716680563894057
Patient ID: 94, Timestamp: 1713380781481, Label: ECG, Data: 0.5502380886407154
Patient ID: 69, Timestamp: 1713380781447, Label: ECG, Data: 0.026102855321122703
Patient ID: 74, Timestamp: 1713380781428, Label: ECG, Data: -0.18414304488432293
Patient ID: 51, Timestamp: 1713380781449, Label: ECG, Data: 0.7343428604168732
Patient ID: 17, Timestamp: 1713380781504, Label: ECG, Data: 0.13959477582805535
Patient ID: 83, Timestamp: 1713380781511, Label: ECG, Data: -0.18367707144154147
Patient ID: 40, Timestamp: 1713380781522, Label: ECG, Data: -0.1564325545777703
Patient ID: 34, Timestamp: 1713380781523, Label: ECG, Data: 0.13263271528083492
Patient ID: 39, Timestamp: 1713380781524, Label: ECG, Data: -0.37500786376622003
Patient ID: 47, Timestamp: 1713380781526, Label: ECG, Data: 0.05759144341414459
Patient ID: 3, Timestamp: 1713380781525, Label: ECG, Data: 0.750647281007698
Patient ID: 77, Timestamp: 1713380781527, Label: ECG, Data: -0.13803398833286135
Patient ID: 48, Timestamp: 1713380781528, Label: ECG, Data: 0.14791036096304372
Patient ID: 50, Timestamp: 1713380781525, Label: ECG, Data: -0.5127897773364448
Patient ID: 87, Timestamp: 1713380782388, Label: ECG, Data: 0.23152619918636397
Patient ID: 75, Timestamp: 1713380782404, Label: ECG, Data: 0.28571347085619553
Patient ID: 59, Timestamp: 1713380782404, Label: ECG, Data: -0.19694848784649532
Patient ID: 70, Timestamp: 1713380782404, Label: ECG, Data: 0.49084738549066137
Patient ID: 36, Timestamp: 1713380782405, Label: ECG, Data: 0.4916215445240126
Patient ID: 56, Timestamp: 1713380782405, Label: ECG, Data: 0.073822098462606
Patient ID: 97, Timestamp: 1713380782405, Label: ECG, Data: 0.7600017646418161
Patient ID: 72, Timestamp: 1713380782420, Label: ECG, Data: -0.4178970422618561
Patient ID: 49, Timestamp: 1713380782420, Label: ECG, Data: -0.36920443680737713
Patient ID: 73, Timestamp: 1713380782420, Label: ECG, Data: -0.08190764766861121
Patient ID: 42, Timestamp: 1713380782420, Label: ECG, Data: -0.5161642935629757
Patient ID: 26, Timestamp: 1713380782422, Label: ECG, Data: 0.11575575110177312
Patient ID: 12, Timestamp: 1713380782422, Label: ECG, Data: -0.06524867439112288
Patient ID: 33, Timestamp: 1713380782424, Label: ECG, Data: -0.1891461498240312
Patient ID: 93, Timestamp: 1713380782426, Label: ECG, Data: -0.15584731286201178
Patient ID: 74, Timestamp: 1713380782430, Label: ECG, Data: -0.3342959058263005
Patient ID: 67, Timestamp: 1713380782435, Label: ECG, Data: -0.5365890318814135
Patient ID: 88, Timestamp: 1713380782452, Label: ECG, Data: 0.2772753958947274
Patient ID: 69, Timestamp: 1713380782452, Label: ECG, Data: 0.7156690828557957
Patient ID: 51, Timestamp: 1713380782452, Label: ECG, Data: -0.5633803694402495
Patient ID: 27, Timestamp: 1713380782452, Label: ECG, Data: 0.36964627370345854
Patient ID: 66, Timestamp: 1713380782468, Label: ECG, Data: 0.7489319758728021
Patient ID: 37, Timestamp: 1713380782468, Label: ECG, Data: -0.20096191223497983
Patient ID: 100, Timestamp: 1713380782470, Label: ECG, Data: 0.24238393386673196
Patient ID: 65, Timestamp: 1713380782484, Label: ECG, Data: 0.05286248765794019
Patient ID: 94, Timestamp: 1713380782484, Label: ECG, Data: -0.046279328343192344
Patient ID: 95, Timestamp: 1713380782484, Label: ECG, Data: -0.48841905394096796
Patient ID: 81, Timestamp: 1713380782500, Label: ECG, Data: -0.4524055160044194
Patient ID: 43, Timestamp: 1713380782516, Label: ECG, Data: -0.4206330809621951
Patient ID: 54, Timestamp: 1713380782516, Label: ECG, Data: 0.1498689460065474
Patient ID: 20, Timestamp: 1713380782516, Label: ECG, Data: 0.48168000006664713
Patient ID: 17, Timestamp: 1713380782516, Label: ECG, Data: 0.1503642160618587
Patient ID: 83, Timestamp: 1713380782516, Label: ECG, Data: -0.2532450875522344
Patient ID: 29, Timestamp: 1713380782516, Label: ECG, Data: -0.20956214387017175
Patient ID: 7, Timestamp: 1713380782532, Label: ECG, Data: 0.2198280529796404
Patient ID: 9, Timestamp: 1713380782532, Label: ECG, Data: -0.2637739984669313
Patient ID: 40, Timestamp: 1713380782532, Label: ECG, Data: -0.266298937169011
Patient ID: 50, Timestamp: 1713380782533, Label: ECG, Data: -0.029173156297944973
Patient ID: 34, Timestamp: 1713380782532, Label: ECG, Data: -0.18321398151947318
Patient ID: 39, Timestamp: 1713380782533, Label: ECG, Data: -0.0804904049514142
Patient ID: 3, Timestamp: 1713380782533, Label: ECG, Data: -0.2164307104531613
Patient ID: 76, Timestamp: 1713380782534, Label: ECG, Data: -0.0883658843746815
Patient ID: 86, Timestamp: 1713380782533, Label: ECG, Data: -0.4009548200748889
Patient ID: 47, Timestamp: 1713380782534, Label: ECG, Data: 0.25818370263601814
Patient ID: 48, Timestamp: 1713380782534, Label: ECG, Data: 0.6363669054631763
Patient ID: 77, Timestamp: 1713380782534, Label: ECG, Data: 0.5374809938786043
Patient ID: 58, Timestamp: 1713380782534, Label: ECG, Data: 0.5095753289809875
Patient ID: 87, Timestamp: 1713380783393, Label: ECG, Data: 0.6185553883491742
Patient ID: 31, Timestamp: 1713380783396, Label: ECG, Data: -0.5990848443617176
Patient ID: 99, Timestamp: 1713380783399, Label: ECG, Data: 0.14541772067334519
Patient ID: 98, Timestamp: 1713380783402, Label: ECG, Data: -0.4834213738168841
Patient ID: 70, Timestamp: 1713380783403, Label: ECG, Data: -0.2555380339970574
Patient ID: 75, Timestamp: 1713380783405, Label: ECG, Data: 0.4558781666500154
Patient ID: 59, Timestamp: 1713380783408, Label: ECG, Data: 0.16802560507273762
Patient ID: 56, Timestamp: 1713380783409, Label: ECG, Data: 0.2858072540599397
Patient ID: 97, Timestamp: 1713380783409, Label: ECG, Data: -0.5013094688295809
